Price,Adj Close,Close,High,Low,Open,Volume
Ticker,BPCL.NS,BPCL.NS,BPCL.NS,BPCL.NS,BPCL.NS,BPCL.NS
Date,,,,,,
2023-12-15,205.8690948486328,224.5,226.72500610351562,221.10000610351562,222.5,22079148
2023-12-18,205.0666961669922,223.625,225.125,222.0500030517578,224.5,16831064
2023-12-19,206.2129669189453,224.875,225.75,222.52499389648438,223.625,12644672
2023-12-20,201.49037170410156,219.72500610351562,227.6750030517578,219.1750030517578,226.6999969482422,17347978
2023-12-21,206.1212615966797,224.77499389648438,225.22500610351562,216.22500610351562,217.4499969482422,18554414
2023-12-22,204.79159545898438,223.3249969482422,226.6750030517578,222.52499389648438,224.85000610351562,11559264
2023-12-26,207.06121826171875,225.8000030517578,228.25,222.25,224.0,22976450
2023-12-27,208.4825897216797,227.35000610351562,228.1999969482422,224.14999389648438,226.97500610351562,12398088
2023-12-28,213.57199096679688,232.89999389648438,235.4250030517578,227.375,228.0,45183336
2023-12-29,206.62562561035156,225.3249969482422,229.0,224.3249969482422,227.25,17088440
2024-01-01,207.26754760742188,226.02499389648438,229.6999969482422,225.35000610351562,229.6999969482422,7006288
2024-01-02,209.19326782226562,228.125,229.6999969482422,224.0500030517578,226.02499389648438,9458818
2024-01-03,211.39407348632812,230.52499389648438,232.64999389648438,227.52499389648438,229.97500610351562,15058884
2024-01-04,207.54263305664062,226.3249969482422,228.75,225.5,228.39999389648438,17904916
2024-01-05,207.74896240234375,226.5500030517578,229.8249969482422,225.625,227.9499969482422,8080468
2024-01-08,208.6201171875,227.5,232.14999389648438,225.72500610351562,228.47500610351562,18232610
2024-01-09,210.88973999023438,229.97500610351562,231.875,227.8249969482422,230.0,12301290
2024-01-10,206.90074157714844,225.625,228.0749969482422,222.5500030517578,227.60000610351562,15261992
2024-01-11,210.3166046142578,229.35000610351562,230.60000610351562,226.60000610351562,226.9499969482422,15751252
2024-01-12,210.11024475097656,229.125,230.5500030517578,227.5500030517578,229.5,11990812
2024-01-15,210.88973999023438,229.97500610351562,231.75,227.8249969482422,230.0,10408382
2024-01-16,216.80445861816406,236.4250030517578,239.89999389648438,230.25,230.5,42369500
2024-01-17,216.25424194335938,235.8249969482422,238.5749969482422,233.0749969482422,236.0,22429284
2024-01-18,216.96493530273438,236.60000610351562,240.4499969482422,230.5,233.5,19802302
2024-01-19,220.51837158203125,240.47500610351562,242.5,237.02499389648438,238.0,12973856
2024-01-23,212.31109619140625,231.52499389648438,244.25,230.0500030517578,244.25,18419550
2024-01-24,218.77603149414062,238.5749969482422,239.25,231.64999389648438,232.5,15161312
2024-01-25,217.51515197753906,237.1999969482422,244.1750030517578,235.5,238.60000610351562,21346674
2024-01-29,225.8828582763672,246.3249969482422,250.6999969482422,234.6999969482422,237.0,27869484
2024-01-30,231.17861938476562,252.10000610351562,258.92498779296875,246.5749969482422,248.4250030517578,44271876
2024-01-31,230.3303680419922,251.1750030517578,256.2749938964844,249.27499389648438,252.97500610351562,20707736
2024-02-01,233.1272735595703,254.22500610351562,257.6499938964844,249.5500030517578,252.27499389648438,14008198
2024-02-02,256.0067138671875,279.17498779296875,286.20001220703125,258.0,258.67498779296875,77556082
2024-02-05,263.5262145996094,287.375,294.3999938964844,278.5249938964844,283.0,45025890
2024-02-06,279.3675231933594,304.6499938964844,307.3500061035156,285.3500061035156,289.9750061035156,45260656
2024-02-07,276.04339599609375,301.0249938964844,310.0,299.6499938964844,308.3999938964844,28791718
2024-02-08,284.5028381347656,310.25,317.67498779296875,303.20001220703125,304.0,37522588
2024-02-09,281.66009521484375,307.1499938964844,311.8500061035156,296.1499938964844,311.5,29524266
2024-02-12,270.7247009277344,295.2250061035156,309.29998779296875,291.875,307.3999938964844,17042236
2024-02-13,267.9049072265625,292.1499938964844,298.2749938964844,290.17498779296875,295.9750061035156,12659942
2024-02-14,285.9471435546875,311.82501220703125,314.67498779296875,291.0,291.0,47987362
2024-02-15,299.2896728515625,326.375,328.4750061035156,311.54998779296875,315.0,51245018
2024-02-16,300.13787841796875,327.29998779296875,343.9750061035156,325.95001220703125,333.0,55744810
2024-02-19,299.1979675292969,326.2749938964844,333.3500061035156,325.42498779296875,329.95001220703125,24997270
2024-02-20,301.51336669921875,328.79998779296875,332.0,318.625,326.2749938964844,20913510
2024-02-21,290.32586669921875,316.6000061035156,333.92498779296875,315.0,331.79998779296875,17722264
2024-02-22,286.9787902832031,312.95001220703125,315.42498779296875,305.42498779296875,314.5,27653580
2024-02-23,283.3336486816406,308.9750061035156,314.75,307.625,311.0249938964844,12564690
2024-02-26,287.5518798828125,313.57501220703125,316.79998779296875,302.04998779296875,308.5,23264196
2024-02-27,286.58905029296875,312.5249938964844,316.3500061035156,308.1499938964844,313.54998779296875,14881202
2024-02-28,279.3675231933594,304.6499938964844,312.7749938964844,303.04998779296875,312.42498779296875,12645922
2024-02-29,276.8686828613281,301.92498779296875,305.8999938964844,297.2250061035156,304.5,20515464
2024-03-01,285.7866516113281,311.6499938964844,313.625,304.5,305.5,15763236
2024-03-04,293.6500549316406,320.2250061035156,321.625,310.42498779296875,312.6000061035156,14804172
2024-03-05,295.7820739746094,322.54998779296875,324.75,316.04998779296875,320.5249938964844,12317936
2024-03-06,292.6871643066406,319.17498779296875,326.5,312.625,321.5,18258188
2024-03-07,286.4285583496094,312.3500061035156,320.57501220703125,311.0,318.5,11968574
2024-03-11,287.2080383300781,313.20001220703125,319.3500061035156,306.0249938964844,308.5,15353008
2024-03-12,286.7724304199219,312.7250061035156,317.67498779296875,308.32501220703125,313.5,14074364
2024-03-13,274.07183837890625,298.875,314.0,297.1000061035156,314.0,14910184
2024-03-14,279.1153869628906,304.375,307.0,296.20001220703125,298.875,19372474
2024-03-15,268.8907165527344,293.2250061035156,300.0,279.5,294.125,57039318
2024-03-18,266.9879150390625,291.1499938964844,296.3999938964844,290.1499938964844,293.2250061035156,10980494
2024-03-19,255.7086944580078,278.8500061035156,290.42498779296875,278.20001220703125,290.0,21665634
2024-03-20,259.81231689453125,283.32501220703125,286.20001220703125,280.1499938964844,280.5,17528566
2024-03-21,269.5096740722656,293.8999938964844,294.8500061035156,286.2749938964844,287.0,16625332
2024-03-22,271.80224609375,296.3999938964844,302.2250061035156,292.2749938964844,294.5,21445540
2024-03-26,275.03466796875,299.92498779296875,301.8999938964844,292.67498779296875,293.20001220703125,13567050
2024-03-27,272.9026184082031,297.6000061035156,305.875,296.6499938964844,302.5,10893576
2024-03-28,276.20391845703125,301.20001220703125,305.625,298.79998779296875,300.45001220703125,12168632
2024-04-01,275.4244079589844,300.3500061035156,304.4750061035156,299.07501220703125,301.5,6260114
2024-04-02,282.3478698730469,307.8999938964844,310.1499938964844,300.0,302.5,18944588
2024-04-03,280.12408447265625,305.4750061035156,309.67498779296875,304.3999938964844,306.5,12456516
2024-04-04,274.41571044921875,299.25,308.04998779296875,297.7250061035156,307.0,15187270
2024-04-05,270.7247009277344,295.2250061035156,297.1499938964844,290.125,296.7749938964844,17546990
2024-04-08,271.4125061035156,295.9750061035156,301.79998779296875,295.29998779296875,297.9750061035156,11628512
2024-04-09,268.5697326660156,292.875,298.6000061035156,291.75,298.6000061035156,9089852
2024-04-10,277.2813720703125,302.375,304.3500061035156,292.5,294.6499938964844,22286674
2024-04-12,275.6536560058594,300.6000061035156,306.42498779296875,299.5,302.375,13419366
2024-04-15,270.31207275390625,294.7749938964844,299.8999938964844,287.20001220703125,295.1000061035156,16619074
2024-04-16,271.5729675292969,296.1499938964844,300.0,289.2749938964844,292.5,11546770
2024-04-18,270.3349914550781,294.79998779296875,308.79998779296875,292.7749938964844,302.25,25834400
2024-04-19,268.5926818847656,292.8999938964844,294.95001220703125,282.1000061035156,289.0,20996084
2024-04-22,276.685302734375,301.7250061035156,304.3999938964844,296.5,297.42498779296875,17525618
2024-04-23,271.8939208984375,296.5,304.75,295.875,304.1499938964844,11440602
2024-04-24,272.05438232421875,296.67498779296875,299.42498779296875,296.0,299.0,9778936
2024-04-25,276.66241455078125,301.70001220703125,302.8999938964844,294.0249938964844,296.67498779296875,14346756
2024-04-26,279.4363708496094,304.7250061035156,307.3500061035156,299.54998779296875,301.1499938964844,9905056
2024-04-29,283.7233581542969,309.3999938964844,312.25,303.6000061035156,307.4750061035156,15908852
2024-04-30,278.4734802246094,303.67498779296875,312.2749938964844,301.70001220703125,312.0,12520696
2024-05-02,290.99072265625,317.32501220703125,318.5249938964844,307.25,309.0,31766132
2024-05-03,288.78985595703125,314.92498779296875,320.8500061035156,312.54998779296875,320.0,8997336
2024-05-06,279.8031311035156,305.125,317.6000061035156,303.07501220703125,317.5,9472036
2024-05-07,277.0750427246094,302.1499938964844,314.2250061035156,301.0,311.25,19902238
2024-05-08,284.4111328125,310.1499938964844,312.1499938964844,301.7250061035156,304.0,13939168
2024-05-09,271.5042419433594,296.07501220703125,312.5,295.0249938964844,312.5,19938848
2024-05-10,283.6546325683594,309.32501220703125,310.9750061035156,300.7749938964844,307.5,44164342
2024-05-13,278.2671813964844,303.45001220703125,312.4750061035156,295.8999938964844,312.4750061035156,22898652
2024-05-14,277.8315734863281,302.9750061035156,308.8500061035156,301.07501220703125,306.20001220703125,12813314
2024-05-15,286.58905029296875,312.5249938964844,314.0,303.5249938964844,304.5,18835012
2024-05-16,283.700439453125,309.375,316.67498779296875,305.5249938964844,316.0,26886936
2024-05-17,288.07916259765625,314.1499938964844,314.75,309.17498779296875,309.8500061035156,10203386
2024-05-21,295.2777099609375,322.0,324.5,312.5,315.0,21247760
2024-05-22,293.6729431152344,320.25,325.3500061035156,315.5249938964844,324.95001220703125,14673810
2024-05-23,296.8595886230469,323.7250061035156,327.04998779296875,320.29998779296875,322.5,14982550
2024-05-24,299.90863037109375,327.04998779296875,331.67498779296875,320.79998779296875,323.5,16208524
2024-05-27,300.8027038574219,328.0249938964844,330.875,323.25,328.3999938964844,12493582
2024-05-28,296.4239807128906,323.25,329.5,321.29998779296875,328.9750061035156,8950082
2024-05-29,290.4862976074219,316.7749938964844,321.4750061035156,316.20001220703125,320.0,10753416
2024-05-30,286.9100036621094,312.875,318.3999938964844,311.75,317.0249938964844,9645688
2024-05-31,287.84991455078125,313.8999938964844,317.20001220703125,308.79998779296875,315.0,18484104
2024-06-03,305.43365478515625,333.07501220703125,343.5,325.8500061035156,332.5,33828234
2024-06-04,266.0250549316406,290.1000061035156,335.0,283.3500061035156,335.0,45748526
2024-06-05,266.4377136230469,290.54998779296875,301.0249938964844,267.1000061035156,301.0249938964844,47388174
2024-06-06,267.83612060546875,292.07501220703125,303.7250061035156,290.125,295.5249938964844,37934232
2024-06-07,275.01177978515625,299.8999938964844,301.0,290.6000061035156,292.5,21620630
2024-06-10,276.2955627441406,301.29998779296875,304.92498779296875,300.125,302.6499938964844,14828594
2024-06-11,278.40472412109375,303.6000061035156,306.3500061035156,296.79998779296875,303.1499938964844,27027544
2024-06-12,281.2245178222656,306.67498779296875,311.92498779296875,306.2250061035156,310.75,23479388
2024-06-13,283.97552490234375,309.67498779296875,310.75,306.75,309.5,12050324
2024-06-14,287.3226623535156,313.32501220703125,314.6499938964844,309.125,311.1499938964844,14628644
2024-06-18,289.27130126953125,315.45001220703125,317.5,313.20001220703125,317.5,15884950
2024-06-19,282.3478698730469,307.8999938964844,317.1000061035156,307.5,317.1000061035156,19648006
2024-06-20,287.1392517089844,313.125,314.3999938964844,306.3999938964844,310.0,18076646
2024-06-21,282.0727844238281,307.6000061035156,319.0,305.1000061035156,318.0,30004484
2024-06-24,279.91778564453125,305.25,309.70001220703125,303.29998779296875,309.70001220703125,7557297
2024-06-25,271.71051025390625,296.29998779296875,306.45001220703125,294.79998779296875,305.25,15630568
2024-06-26,273.6362609863281,298.3999938964844,300.8500061035156,296.25,298.0,7973173
2024-06-27,279.5509948730469,304.8500061035156,307.0,296.04998779296875,298.79998779296875,12487595
2024-06-28,278.7256774902344,303.95001220703125,306.6000061035156,301.54998779296875,305.8500061035156,9077880
2024-07-01,279.2758483886719,304.54998779296875,306.8500061035156,303.29998779296875,305.70001220703125,4793023
2024-07-02,279.1383056640625,304.3999938964844,308.25,302.20001220703125,304.0,5553786
2024-07-03,281.15576171875,306.6000061035156,307.45001220703125,303.0,305.5,4355165
2024-07-04,277.8544921875,303.0,308.5,301.95001220703125,306.6000061035156,6607472
2024-07-05,281.20159912109375,306.6499938964844,307.20001220703125,302.0,303.0,7684768
2024-07-08,274.64495849609375,299.5,307.95001220703125,298.79998779296875,304.6000061035156,11488688
2024-07-09,275.286865234375,300.20001220703125,302.1499938964844,296.3999938964844,301.25,18094862
2024-07-10,275.4244079589844,300.3500061035156,301.79998779296875,293.3999938964844,300.79998779296875,12134270
2024-07-11,281.15576171875,306.6000061035156,308.0,299.6000061035156,302.0,19246022
2024-07-12,279.2758483886719,304.54998779296875,310.95001220703125,303.75,309.70001220703125,10426157
2024-07-15,282.2103271484375,307.75,309.0,304.1499938964844,306.0,8687357
2024-07-16,289.72979736328125,315.95001220703125,319.25,308.0,308.0,28132502
2024-07-18,291.74725341796875,318.1499938964844,319.0,312.70001220703125,318.5,19588548
2024-07-19,278.5881042480469,303.79998779296875,318.1499938964844,301.79998779296875,318.1499938964844,19823046
2024-07-22,282.6688232421875,308.25,317.1499938964844,300.1000061035156,304.54998779296875,27102699
2024-07-23,280.60552978515625,306.0,312.29998779296875,296.1000061035156,311.45001220703125,24287234
2024-07-24,288.81280517578125,314.95001220703125,315.8500061035156,304.8500061035156,306.3999938964844,16934157
2024-07-25,299.0832824707031,326.1499938964844,327.1499938964844,310.79998779296875,312.95001220703125,30554549
2024-07-26,301.51336669921875,328.79998779296875,329.3999938964844,323.3999938964844,327.95001220703125,21839106
2024-07-29,309.8581848144531,337.8999938964844,338.95001220703125,331.04998779296875,333.3999938964844,20234464
2024-07-30,319.3034362792969,348.20001220703125,359.04998779296875,337.29998779296875,338.54998779296875,45785745
2024-07-31,320.9998779296875,350.04998779296875,354.1000061035156,346.1499938964844,352.0,17224023
2024-08-01,320.1287536621094,349.1000061035156,351.8999938964844,344.6000061035156,351.0,16959971
2024-08-02,318.2947082519531,347.1000061035156,350.95001220703125,340.04998779296875,346.8999938964844,15120989
2024-08-05,313.3428649902344,341.70001220703125,346.95001220703125,334.3999938964844,342.0,23868328
2024-08-06,306.9237976074219,334.70001220703125,349.6499938964844,333.3999938964844,343.0,13702018
2024-08-07,315.13104248046875,343.6499938964844,347.75,337.3999938964844,341.20001220703125,14250381
2024-08-08,310.2249755859375,338.29998779296875,343.95001220703125,332.79998779296875,343.95001220703125,15378854
2024-08-09,315.5247802734375,333.3999938964844,336.70001220703125,329.79998779296875,333.1499938964844,11351617
2024-08-12,315.5247802734375,333.3999938964844,336.79998779296875,330.20001220703125,331.79998779296875,12253716
2024-08-13,304.4520568847656,321.70001220703125,332.75,321.0,331.95001220703125,9757429
2024-08-14,307.6224365234375,325.04998779296875,327.45001220703125,320.6499938964844,321.70001220703125,8457477
2024-08-16,314.6730041503906,332.5,333.79998779296875,326.04998779296875,326.04998779296875,8214443
2024-08-19,325.36712646484375,343.79998779296875,345.54998779296875,336.3500061035156,337.79998779296875,17875728
2024-08-20,330.66693115234375,349.3999938964844,354.1000061035156,347.3999938964844,348.95001220703125,22888866
2024-08-21,332.3704528808594,351.20001220703125,355.6000061035156,348.1499938964844,349.3500061035156,14795459
2024-08-22,331.32940673828125,350.1000061035156,355.1000061035156,348.54998779296875,354.6000061035156,10244576
2024-08-23,333.3168029785156,352.20001220703125,358.0,349.54998779296875,349.79998779296875,15872017
2024-08-26,332.3230895996094,351.1499938964844,355.8999938964844,349.0,355.45001220703125,6672007
2024-08-27,330.3356628417969,349.04998779296875,350.75,343.5,348.0,9683173
2024-08-28,329.48394775390625,348.1499938964844,355.75,346.6499938964844,348.5,7295981
2024-08-29,337.3389587402344,356.45001220703125,357.54998779296875,347.1499938964844,349.79998779296875,13054801
2024-08-30,338.474609375,357.6499938964844,365.5,354.75,359.95001220703125,20312502
2024-09-02,339.2317199707031,358.45001220703125,367.20001220703125,357.5,361.0,14344785
2024-09-03,336.3452453613281,355.3999938964844,359.70001220703125,353.5,359.5,9289259
2024-09-04,338.0960693359375,357.25,363.95001220703125,354.6499938964844,355.3999938964844,19416507
2024-09-05,341.3611145019531,360.70001220703125,364.3500061035156,355.75,359.5,15927510
2024-09-06,333.26947021484375,352.1499938964844,365.25,351.04998779296875,362.3500061035156,19044553
2024-09-09,329.1527099609375,347.79998779296875,353.54998779296875,347.1000061035156,352.1000061035156,9200270
2024-09-10,327.40191650390625,345.95001220703125,351.5,344.6499938964844,349.0,8137710
2024-09-11,322.0075378417969,340.25,352.79998779296875,338.54998779296875,349.95001220703125,12194591
2024-09-12,325.8403625488281,344.29998779296875,346.20001220703125,340.3999938964844,343.45001220703125,15970391
2024-09-13,323.94757080078125,342.29998779296875,349.75,341.6499938964844,346.0,11006109
2024-09-16,322.38604736328125,340.6499938964844,344.8999938964844,340.0,344.8999938964844,4850244
2024-09-17,320.2566833496094,338.3999938964844,340.8500061035156,335.04998779296875,339.95001220703125,7237522
2024-09-18,318.08001708984375,336.1000061035156,339.8999938964844,334.45001220703125,339.0,4111826
2024-09-19,307.0546569824219,324.45001220703125,337.95001220703125,322.95001220703125,337.95001220703125,12549677
2024-09-20,313.4427185058594,331.20001220703125,333.1000061035156,324.45001220703125,326.45001220703125,14642546
2024-09-23,319.9728088378906,338.1000061035156,339.5,331.29998779296875,333.0,6110287
2024-09-24,320.96649169921875,339.1499938964844,343.20001220703125,336.70001220703125,338.54998779296875,7068491
2024-09-25,321.58160400390625,339.79998779296875,341.79998779296875,335.1499938964844,341.0,6087353
2024-09-26,326.59747314453125,345.1000061035156,346.95001220703125,335.1499938964844,340.0,9517367
2024-09-27,347.6072082519531,367.29998779296875,370.5,346.3500061035156,347.0,40756678
2024-09-30,350.1151428222656,369.95001220703125,376.0,360.1499938964844,367.1499938964844,23860696
2024-10-01,348.5063171386719,368.25,373.3500061035156,364.1499938964844,370.0,9440793
2024-10-03,330.14642333984375,348.8500061035156,361.6000061035156,347.0,353.75,20754875
2024-10-04,322.0075378417969,340.25,347.95001220703125,334.3500061035156,342.5,18185208
2024-10-07,317.03900146484375,335.0,343.29998779296875,332.79998779296875,342.0,7847806
2024-10-08,319.87811279296875,338.0,339.45001220703125,328.25,331.5,9565667
2024-10-09,320.6825866699219,338.8500061035156,350.0,337.75,345.0,13523561
2024-10-10,317.46490478515625,335.45001220703125,343.29998779296875,334.54998779296875,342.0,5706365
2024-10-11,319.5469055175781,337.6499938964844,339.3999938964844,334.0,335.45001220703125,4046559
2024-10-14,322.480712890625,340.75,344.6000061035156,337.25,340.0,7967181
2024-10-15,330.0517578125,348.75,351.5,343.8999938964844,344.20001220703125,17183945
2024-10-16,331.9445495605469,350.75,355.8999938964844,348.04998779296875,352.0,17073700
2024-10-17,324.3261413574219,342.70001220703125,350.6000061035156,341.8500061035156,349.1499938964844,11023063
2024-10-18,324.1368713378906,342.5,343.8999938964844,334.29998779296875,342.70001220703125,7328694
2024-10-21,313.86859130859375,331.6499938964844,345.5,330.20001220703125,342.54998779296875,8609636
2024-10-22,305.5877380371094,322.8999938964844,332.54998779296875,322.0,332.0,6372285
2024-10-23,305.72967529296875,323.04998779296875,325.8500061035156,316.54998779296875,322.0,6639274
2024-10-24,304.2154541015625,321.45001220703125,325.3999938964844,320.0,323.0,5706821
2024-10-25,289.8777160644531,306.29998779296875,323.6000061035156,303.1000061035156,323.45001220703125,11583887
2024-10-28,293.7579040527344,310.3999938964844,315.5,305.29998779296875,307.29998779296875,13299872
2024-10-29,294.75164794921875,311.45001220703125,312.95001220703125,302.25,312.0,8437903
2024-10-30,294.60968017578125,311.29998779296875,314.8999938964844,307.3500061035156,309.0,6248318
2024-10-31,294.08917236328125,310.75,316.20001220703125,307.79998779296875,310.5,11375689
2024-11-01,296.218505859375,313.0,313.8500061035156,311.79998779296875,311.95001220703125,710149
2024-11-04,287.1805725097656,303.45001220703125,313.5,298.1000061035156,313.0,14063318
2024-11-05,291.43927001953125,307.95001220703125,309.04998779296875,300.20001220703125,301.0,9542018
2024-11-06,300.0040588378906,317.0,319.0,307.25,311.79998779296875,10787602
2024-11-07,298.11126708984375,315.0,317.70001220703125,311.1000061035156,316.3500061035156,7387875
2024-11-08,293.8052062988281,310.45001220703125,315.1000061035156,306.79998779296875,315.0,9304376
2024-11-11,295.7926330566406,312.54998779296875,314.0,304.04998779296875,308.0,5277147
2024-11-12,293.1900939941406,309.79998779296875,318.54998779296875,309.04998779296875,314.1000061035156,7192998
2024-11-13,289.4518737792969,305.8500061035156,309.0,302.0,307.95001220703125,7306795
2024-11-14,282.2120361328125,298.20001220703125,306.0,296.3999938964844,305.79998779296875,11061057
2024-11-18,273.6945495605469,289.20001220703125,299.6499938964844,288.29998779296875,298.1499938964844,7940666
2024-11-19,272.085693359375,287.5,297.8999938964844,286.5,292.6499938964844,9912544
2024-11-21,267.2591552734375,282.3999938964844,287.45001220703125,279.3500061035156,287.45001220703125,8273120
2024-11-22,270.524169921875,285.8500061035156,287.0,281.04998779296875,282.6000061035156,6539977
2024-11-25,280.6504821777344,296.54998779296875,304.3999938964844,292.0,292.04998779296875,16903527
2024-11-26,278.0952453613281,293.8500061035156,301.0,293.3500061035156,297.95001220703125,5160007
2024-11-27,277.7167053222656,293.45001220703125,297.0,291.04998779296875,296.95001220703125,5995425
2024-11-28,275.3507385253906,290.95001220703125,298.75,289.5,294.45001220703125,13130411
2024-11-29,276.4390563964844,292.1000061035156,294.25,289.3999938964844,292.3999938964844,8125467
2024-12-02,278.379150390625,294.1499938964844,295.8999938964844,290.5,292.6499938964844,5193026
2024-12-03,278.47381591796875,294.25,297.79998779296875,292.04998779296875,297.5,9198285
2024-12-04,277.90594482421875,293.6499938964844,299.54998779296875,292.8500061035156,294.20001220703125,9840659
2024-12-05,281.07635498046875,297.0,298.25,291.29998779296875,295.1000061035156,9287638
2024-12-06,284.2467346191406,300.3500061035156,303.8999938964844,296.3999938964844,297.8999938964844,9586531
2024-12-09,287.1805725097656,303.45001220703125,304.20001220703125,299.1000061035156,300.95001220703125,11637358
2024-12-10,287.22784423828125,303.5,306.70001220703125,300.8500061035156,302.29998779296875,8649367
2024-12-11,290.9660949707031,307.45001220703125,308.95001220703125,302.1000061035156,303.45001220703125,10867782
2024-12-12,285.9502258300781,302.1499938964844,307.45001220703125,301.29998779296875,307.04998779296875,7454904
2024-12-13,285.5243835449219,301.70001220703125,305.1499938964844,296.0,302.0,7726611
2024-12-16,281.9754333496094,297.95001220703125,301.70001220703125,295.79998779296875,300.95001220703125,8696443
2024-12-17,277.29083251953125,293.0,299.8500061035156,292.1000061035156,299.8500061035156,8415828
2024-12-18,272.8428039550781,288.29998779296875,293.0,287.6499938964844,291.75,6535229
2024-12-19,278.7576904296875,294.54998779296875,295.8500061035156,282.04998779296875,282.04998779296875,11822064
2024-12-20,273.5525817871094,289.04998779296875,299.20001220703125,287.0,293.54998779296875,9979749
2024-12-23,273.59991455078125,289.1000061035156,294.8999938964844,288.0,292.0,6819725
2024-12-24,276.3444519042969,292.0,295.45001220703125,287.3500061035156,289.95001220703125,7937629
2024-12-26,279.7514343261719,295.6000061035156,299.29998779296875,292.54998779296875,294.8500061035156,11310555
2024-12-27,277.8113098144531,293.54998779296875,297.3999938964844,292.5,295.04998779296875,3708404
2024-12-30,277.57470703125,293.29998779296875,295.25,289.75,293.54998779296875,8236910
2024-12-31,276.77032470703125,292.45001220703125,294.3999938964844,290.79998779296875,291.45001220703125,4161509
2025-01-01,279.4674987792969,295.29998779296875,295.8999938964844,290.29998779296875,292.29998779296875,3545200
2025-01-02,280.9817199707031,296.8999938964844,297.70001220703125,291.79998779296875,295.29998779296875,6846413
2025-01-03,280.508544921875,296.3999938964844,299.1499938964844,294.3500061035156,296.0,4806469
2025-01-06,269.5777893066406,284.8500061035156,297.25,284.1000061035156,296.3999938964844,7361716
2025-01-07,267.6376647949219,282.79998779296875,290.5,280.70001220703125,287.1000061035156,8306436
2025-01-08,271.4232177734375,286.79998779296875,287.8999938964844,280.5,282.79998779296875,6037032
2025-01-09,264.9878234863281,280.0,287.8500061035156,279.04998779296875,287.0,6215902
2025-01-10,262.7637939453125,277.6499938964844,283.5,275.6000061035156,280.5,9073218
2025-01-13,251.075927734375,265.29998779296875,274.70001220703125,264.25,271.25,10488655
2025-01-14,255.71324157714844,270.20001220703125,271.5,266.0,267.1000061035156,6710730
2025-01-15,252.68479919433594,267.0,275.8999938964844,265.25,273.8999938964844,13448052
2025-01-16,252.5901641845703,266.8999938964844,268.95001220703125,263.5,267.3500061035156,13754046
2025-01-17,258.9309387207031,273.6000061035156,275.20001220703125,267.25,268.79998779296875,9300647
2025-01-20,262.43255615234375,277.29998779296875,278.3999938964844,268.79998779296875,275.0,9623368
2025-01-21,265.1770935058594,280.20001220703125,287.0,278.1499938964844,278.54998779296875,15304149
2025-01-22,262.71649169921875,277.6000061035156,283.54998779296875,274.04998779296875,282.0,6301894
2025-01-23,256.7069396972656,271.25,285.0,270.29998779296875,283.0,18806324
2025-01-24,249.65635681152344,263.79998779296875,279.3999938964844,263.0,274.0,18480516
2025-01-27,247.29039001464844,261.29998779296875,263.70001220703125,258.3500061035156,263.70001220703125,10083126
2025-01-28,244.21466064453125,258.04998779296875,263.8999938964844,254.3000030517578,262.25,13321189
2025-01-29,248.02674865722656,257.0,257.95001220703125,251.5,256.95001220703125,9435973
2025-01-30,248.1715087890625,257.1499938964844,260.8999938964844,256.5,259.8999938964844,9410974
2025-01-31,251.9835968017578,261.1000061035156,262.0,254.25,257.8999938964844,8790578
2025-02-01,246.723876953125,255.64999389648438,262.04998779296875,248.0,261.75,11464565
2025-02-03,240.8368682861328,249.5500030517578,251.8000030517578,242.1999969482422,250.9499969482422,21517136
2025-02-04,247.01341247558594,255.9499969482422,256.6499938964844,250.1999969482422,250.64999389648438,7000612
2025-02-05,252.12835693359375,261.25,265.6499938964844,260.25,260.25,10088345
2025-02-06,253.38296508789062,262.54998779296875,267.20001220703125,261.6499938964844,263.0,14058587
2025-02-07,255.0718536376953,264.29998779296875,264.8999938964844,260.04998779296875,262.1000061035156,6557480
2025-02-10,250.8254852294922,259.8999938964844,265.79998779296875,257.5,264.54998779296875,8052376
2025-02-11,246.2413330078125,255.14999389648438,259.75,253.75,259.5,6819100
2025-02-12,246.67562866210938,255.60000610351562,256.79998779296875,249.0500030517578,255.14999389648438,6568833
2025-02-13,246.8203887939453,255.75,260.1000061035156,255.0,256.20001220703125,5514711
2025-02-14,242.23623657226562,251.0,258.6000061035156,247.4499969482422,256.3999938964844,5205573
2025-02-17,243.49085998535156,252.3000030517578,253.5500030517578,246.35000610351562,251.0,5899597
2025-02-18,243.9251251220703,252.75,253.5500030517578,246.85000610351562,252.25,5534272
2025-02-19,246.67562866210938,255.60000610351562,256.45001220703125,249.5500030517578,251.0,6887175
2025-02-20,249.57089233398438,258.6000061035156,259.6499938964844,253.1999969482422,254.0,8155780
2025-02-21,242.5257568359375,251.3000030517578,259.3999938964844,250.64999389648438,258.0,9845416
2025-02-24,242.23623657226562,251.0,253.5,248.75,251.25,6773845
2025-02-25,239.77528381347656,248.4499969482422,252.89999389648438,247.6999969482422,251.89999389648438,4172676
2025-02-27,236.20445251464844,244.75,249.39999389648438,242.10000610351562,248.4499969482422,7376510
2025-02-28,229.01458740234375,237.3000030517578,244.0500030517578,236.14999389648438,244.0500030517578,14066882
2025-03-03,233.9461669921875,242.41000366210938,243.63999938964844,234.00999450683594,239.0,6864635
2025-03-04,241.19395446777344,249.9199981689453,250.94000244140625,236.10000610351562,241.0,7201075
